,cat,transcript_words,transcript_idx,IdSession,ID
11257,écologie,"['produit', 'bilan', 'publicité', 'cycle', 'firme', 'sollicitation', 'vêtement', 'consommation', 'consommateur', 'déchet']",5312,5115,303879
11266,société,"['inégalité', 'discrimination', 'homme', 'femme', 'ménage', 'veuve', 'enfant', 'réalité', 'justification', 'activité']",5322,5115,303964
11277,énergie,"['prix', 'tempête', 'électricité', 'difficulté', 'artisan', 'ménage', 'crise', 'inflation', 'énergie', 'posion']",5333,5115,304101
11282,économie,"['entreprise', 'contribution', 'giron', 'population', 'reporting', 'niveau', 'secteur', 'rse', 'critère', 'stratégie']",5339,5115,304248
11288,retraite-rentes,"['surveillance', 'pension', 'gouvernance', 'indépendance', 'caisse', 'autorité', 'conflit', 'problème', 'délai', 'approfondissant']",5346,5115,300469
11289,écologie,"['trophée', 'espèce', 'corne', 'rhinocéros', 'chasse', 'chamois', 'convention', 'éléphant', 'salon', 'chasseur']",5348,5115,300595
11301,écologie,"['traitement', 'délai', 'climat', 'date', 'prolongation', 'août', 'jour', 'fort', 'novembre', 'sillage']",5361,5115,300686
11323,armée-sécurité,"['armée', 'choix', 'avion', 'cyberdéfense', 'sélection', 'sécurité', 'modernisation', 'soudaineté', 'stratège', 'défense']",5383,5115,301377
11325,armée-sécurité,"['avion', 'combat', 'remarque', 'opinion', 'élément', 'sac', 'fonction', 'spéculation', 'sorte', 'possession']",5385,5115,301405
11344,politique,"['département', 'progrès', 'partiel', 'organe', 'collège', 'addition', 'connaissance', 'adhésion', 'inscription', 'impression']",5404,5115,301948
11364,santé,"['asthme', 'enfant', 'problème', 'étude', 'riverain', 'vigne', 'tumeur', 'santé', 'crise', 'respiration']",5425,5115,302191
11365,santé,"['pesticide', 'synthèse', 'exposition', 'enfant', 'santé', 'parole', 'mail', 'foetus', 'chose', 'tumeur']",5426,5115,302196
11389,emploi,"['travailleur', 'salaire', 'direction', 'pme', 'possibilité', 'entreprise', 'ordonnance', 'travail', 'dumping', 'marché']",5450,5115,303093
11393,agriculture-faune,"['supplément', 'cheese', 'cottage', 'mozzarella', 'fromagerie', 'graisse', 'ping', 'échelonnement', 'match', 'fromage']",5454,5115,303105
11416,retraite-rentes,"['prévoyance', 'supplément', 'consolidée', 'rente', 'compensation', 'conséquence', 'solution', 'sens', 'réforme', 'taux']",5477,5115,303449
11422,politique,"['implication', 'option', 'thème', 'mandat', 'revue', 'élu', 'communauté', 'table', 'coeur', 'répartition']",5483,5115,303837
11433,politique,"['surveillance', 'gestion', 'délégation', 'information', 'fois', 'élimination', 'enquête', 'stade', 'coordination', 'finance']",5494,5116,304694
11440,emploi,"['robot', 'robotisation', 'salariat', 'jour', 'supermarché', 'réflexion', 'fiction', 'velléité', 'idée', 'travail']",5501,5116,304790
11454,énergie,"['panneau', 'éolienne', 'barrage', 'problème', 'toit', 'production', 'biodiversité', 'stockée', 'sol', 'ruisseau']",5515,5116,305224
11458,énergie,"['prêt', 'gaz', 'électricité', 'entreprise', 'commune', 'redevance', 'gratification', 'approvisionnement', 'formulation', 'consommateur']",5521,5116,305251
11483,santé,"['rémunération', 'assurance', 'fixation', 'entreprise', 'liberté', 'maladie', 'nouveauté', 'dirigeant', 'adéquation', 'paysage']",5547,5116,305412
11488,armée-sécurité,"['armée', 'pib', 'dépense', 'mortier', 'sol', 'budget', 'dépenseron', 'marteler', 'pointet', 'menace']",5552,5116,305611
11507,santé,"['soin', 'représentation', 'appareil', 'domicile', 'moyen', 'plaie', 'experte', 'aide', 'infirmier', 'nomination']",5574,5116,305893
11509,santé,"['kératocône', 'soin', 'ambulatoire', 'traitement', 'assurance', 'prestation', 'annexe', 'charge', 'juillet', 'liste']",5576,5116,305896
11528,écologie,"['biodiversité', 'union', 'dictature', 'abeille', 'extinction', 'insecte', 'espèce', 'vivant', 'climat', 'énergie']",5595,5116,306247
11530,économie,"['prêt', 'entreprise', 'importance', 'version', 'versement', 'illiquidité', 'tantième', 'approvisionnement', 'possibilité', 'lettre']",5597,5116,306274
11536,écologie,"['écosystème', 'énergie', 'terre', 'zone', 'besoin', 'utilisation', 'paysage', 'biodiversité', 'profite', 'nature']",5603,5116,306479
11537,écologie,"['biodiversité', 'terre', 'mètre', 'agriculture', 'surface', 'paysan', 'hectare', 'perte', 'jour', 'carré']",5604,5116,306480
11541,agriculture-faune,"['agriculture', 'surface', 'français', 'biodiversité', 'production', 'qualité', 'intérêt', 'terme', 'chose', 'base']",5609,5116,306414
11562,agriculture-faune,"['production', 'surface', 'denrée', 'biodiversité', 'approvisionnement', 'affirmation', 'dépendance', 'terre', 'importation', 'fromagerie']",5631,5116,307025
11564,énergie,"['énergie', 'gaspillage', 'ménage', 'économie', 'approvisionnement', 'programme', 'sécurité', 'potentiel', 'consommation', 'dépendance']",5633,5116,307037
11567,énergie,"['étrange', 'gaz', 'limitation', 'fossile', 'décarboner', 'réseau', 'hydrogène', 'énergie', 'production', 'combattant']",5636,5116,307052
11569,énergie,"['commutation', 'gaz', 'émission', 'bénéfice', 'mazout', 'ordonnance', 'relais', 'pétrole', 'entreprise', 'usage']",5638,5116,307049
11576,logement-territoire,"['bail', 'contrat', 'conjoint', 'bailleur', 'logement', 'succession', 'suite', 'dette', 'loyer', 'appartement']",5645,5116,307071
11581,écologie,"['biodiversité', 'armée', 'corridor', 'tâche', 'action', 'inventaire', 'synthèse', 'plan', 'pollution', 'patrimoine']",5650,5116,307116
11592,immigration,"['torture', 'mort', 'peine', 'expulsion', 'terroriste', 'classement', 'réfugié', 'persécuté', 'refoulement', 'dégradant']",5662,5116,307261
11599,énergie,"['bourse', 'électricité', 'risque', 'gré', 'garantie', 'marché', 'défection', 'contrat', 'sécurisation', 'vendeur']",5669,5116,307525
11615,retraite-rentes,"['retraite', 'retraité', 'âge', 'activité', 'occupation', 'revenu', 'incitation', 'poursuite', 'motif', 'impôt']",5685,5116,307934
11618,énergie,"['marché', 'électricité', 'consommateur', 'entreprise', 'mécanisme', 'spéculation', 'fonctionnement', 'urgence', 'prix', 'société']",5688,5116,307966
11619,énergie,"['prix', 'électricité', 'approvisionnement', 'finance', 'flambée', 'dérèglement', 'crédit', 'kilowattheure', 'record', 'explosion']",5689,5116,307964
11620,santé,"['prolongation', 'engorgement', 'test', 'transfert', 'financement', 'nombre', 'capacité', 'printemps', 'dispositif', 'patient']",5690,5116,308006
11641,santé,"['pandémie', 'épidémie', 'accompagnement', 'explication', 'expérience', 'soin', 'cours', 'clarification', 'échelon', 'attribution']",5711,5116,308257
11656,société,"['violence', 'homicide', 'couple', 'statistique', 'phénomène', 'sein', 'victime', 'femme', 'prise', 'acte']",5726,5116,308302
11658,agriculture-faune,"['déclaration', 'obligation', 'production', 'argument', 'produit', 'méthode', 'noix', 'consommateur', 'singe', 'rejet']",5728,5116,308214
11668,emploi,"['pénurie', 'branche', 'milieu', 'secteur', 'économie', 'chaîne', 'planification', 'industrie', 'production', 'train']",5738,5116,308439
11702,extérieur,"['sanction', 'partenaire', 'compensation', 'risque', 'canal', 'oeuvre', 'piste', 'gaz', 'stabilité', 'listing']",5775,5116,308704
11711,santé,"['enseignement', 'infection', 'vih', 'éducation', 'prévention', 'école', 'autonomie', 'importance', 'développement', 'enfant']",5784,5116,308908
11719,agriculture-faune,"['vin', 'viticulteur', 'promotion', 'contingent', 'concurrence', 'litre', 'raisin', 'loyale', 'producteur', 'condition']",5794,5116,309119
11720,agriculture-faune,"['vin', 'contingent', 'importation', 'engagement', 'qualité', 'marché', 'vitiviniculture', 'négociation', 'moyen', 'promotion']",5795,5116,309011
11745,écologie,"['dépendance', 'émission', 'innovation', 'diminution', 'compromis', 'promotion', 'vote', 'programme', 'électeur', 'glacier']",5820,5116,309265
11752,justice,"['procédure', 'litige', 'party', 'règlement', 'différence', 'version', 'règle', 'ensemble', 'exemple']",5828,5116,304806
11764,justice,"['conciliation', 'procédure', 'directif', 'juge', 'tribunal', 'composition', 'échec', 'siège', 'appréciation', 'revanche']",5841,5116,304912
11796,énergie,"['énergie', 'chauffage', 'glacier', 'date', 'objectif', 'installation', 'programme', 'climat', 'émission', 'photovoltaïque']",5874,5116,305511
11800,écologie,"['conformité', 'triptyque', 'plaidoyer', 'flux', 'climat', 'signal', 'référence', 'attention', 'décembre', 'membre']",5878,5116,305812
11802,écologie,"['valeur', 'objectif', 'incertitude', 'caractère', 'phase', 'approvisionnement', 'défi', 'oeil', 'entrée', 'texte']",5880,5116,305577
11803,politique,"['soutien', 'moyen', 'technologie', 'encouragement', 'infrastructure', 'représentant', 'processus', 'entrée', 'argument', 'vote']",5881,5116,305819
11819,politique,"['ratification', 'traité', 'argument', 'signature', 'dispositif', 'renvoi', 'convention', 'rejet', 'stratégie', 'doctrine']",5897,5116,306199
11830,société,"['enfant', 'protection', 'parent', 'handicap', 'plate', 'compréhension', 'réflexive', 'média', 'langue', 'prévention']",5908,5116,306285
11832,économie,"['capital', 'intérêt', 'fonds', 'contrepartie', 'flux', 'allocation', 'agriculteur', 'cotisation', 'versement', 'parallèle']",5910,5116,306278
11856,société,"['accessibilité', 'langue', 'traduction', 'concitoyen', 'considération', 'fenêtre', 'intervenant', 'bureau', 'solution', 'signe']",5936,5116,306905
11863,écologie,"['crête', 'décret', 'protection', 'constitutionnalité', 'énergie', 'attitude', 'lycée', 'littoral', 'opposition', 'sentier']",5943,5116,307333
11872,santé,"['subside', 'aide', 'prime', 'examen', 'caisse', 'maladie', 'lien', 'prestation', 'disparité', 'raison']",5953,5116,307757
11878,culture-média,"['thématique', 'art', 'bien', 'socialisme', 'national', 'contexte', 'importance', 'traitement', 'principe', 'conférence']",5960,5116,307853
11888,énergie,"['batterie', 'véhicule', 'réseau', 'électricité', 'stockage', 'technologie', 'potentiel', 'équilibrage', 'recharge', 'voiture']",5970,5116,308220
11904,écologie,"['térawattheure', 'table', 'référence', 'biotope', 'eau', 'mécanisme', 'niveau', 'impact', 'paysage', 'biodiversité']",5989,5116,308766
11911,agriculture-faune,"['désalpe', 'cohabitation', 'prédateur', 'troupeau', 'éleveur', 'étape', 'compensation', 'manière', 'chance', 'considération']",5997,5116,309036
11915,santé,"['intermédiaire', 'assurance', 'raison', 'assureur', 'surveillance', 'rémunération', 'opération', 'obligation', 'limitation', 'inégalité']",6001,5117,309690
11920,santé,"['soin', 'patient', 'profession', 'segmenté', 'encouragement', 'absentéisme', 'urgence', 'silo', 'interprofessionnalité', 'revalorisation']",6006,5117,309748
11925,santé,"['médication', 'patient', 'base', 'existante', 'chose', 'auteur', 'délivrance', 'ordonnance', 'pratique', 'produit']",6011,5117,309757
11946,agriculture-faune,"['race', 'ordonnance', 'poste', 'budget', 'collé', 'copié', 'mise', 'office', 'oeuvre', 'réduction']",6032,5117,310223
11948,agriculture-faune,"['troupeau', 'moyen', 'chalet', 'alpage', 'protection', 'éleveur', 'impôt', 'loup', 'proximité', 'attaque']",6034,5117,310255
11955,finance,"['montant', 'enveloppe', 'fonctionnement', 'dépense', 'budget', 'vien', 'personnel', 'réduction', 'commentaire', 'charge']",6044,5117,310415
11962,finance,"['imposition', 'spirale', 'dumping', 'concurrence', 'taux', 'profité', 'climat', 'secondement', 'pression', 'niveau']",6051,5117,310516
11970,extérieur,"['sanction', 'embargo', 'agression', 'contact', 'échange', 'contexte', 'début', 'application', 'mise', 'oeuvre']",6060,5117,310600
11972,économie,"['faillite', 'caution', 'surendettement', 'crédit', 'appel', 'motif', 'récupération', 'créance', 'montant', 'cautionnement']",6062,5117,310602
11976,formation-recherche,"['formation', 'citoyenneté', 'éducation', 'soutien', 'moyen', 'promotion', 'salon', 'lien', 'porteur', 'traduction']",6067,5117,310623
11982,énergie,"['chauffage', 'électricité', 'énergie', 'palier', 'utilisation', 'sensibilisation', 'pièce', 'pénurie', 'restriction', 'campagne']",6073,5117,310630
11984,énergie,"['bois', 'prix', 'indice', 'plaquette', 'énergie', 'production', 'évolution', 'grume', 'sciage', 'pellet']",6075,5117,310640
11991,santé,"['révision', 'diffusion', 'consultation', 'ouverture', 'durée', 'variante', 'communauté', 'fournisseur', 'passage', 'caractère']",6082,5117,310647
11993,immigration,"['tristesse', 'encadrement', 'parcours', 'requérant', 'mort', 'asile', 'jeune', 'centre', 'commune', 'semaine']",6084,5117,310747
11994,santé,"['suicide', 'tentative', 'mineur', 'médecin', 'difficulté', 'lien', 'face', 'risque', 'suite', 'compte']",6086,5117,310746
12000,extérieur,"['convention', 'assujettissement', 'dépense', 'prestation', 'rente', 'exercice', 'égalité', 'av', 'aide', 'traitement']",6092,5117,310784
12054,retraite-rentes,"['dépistage', 'raison', 'coût', 'haie', 'frais', 'prise', 'cadeau', 'charge', 'franchise', 'test']",6148,5117,311803
12067,santé,"['rigueur', 'ordonnance', 'condition', 'fonds', 'soutien', 'semestre', 'cautionnement', 'prêt', 'accent', 'manoeuvre']",6162,5117,311826
12069,agriculture-faune,"['beurre', 'fromage', 'lait', 'production', 'contingent', 'importation', 'sècheresse', 'vue', 'protection', 'libre']",6164,5117,311832
12084,justice,"['juge', 'délai', 'vidéoconférence', 'conciliation', 'réplique', 'célérité', 'jour', 'tribunal', 'party', 'litige']",6179,5117,312077
12086,société,"['thérapie', 'conversion', 'homosexualité', 'identité', 'genre', 'pédosexualité', 'orientation', 'réattribution', 'transidentité', 'exhibitionnisme']",6181,5117,312160
12092,formation-recherche,"['adhésion', 'recherche', 'équivalent', 'infrastructure', 'réseau', 'litige', 'clause', 'règlement', 'membre', 'part']",6188,5117,312243
12098,emploi,"['harcèlement', 'convention', 'violence', 'ratification', 'travail', 'monde', 'employeur', 'organisation', 'exigence', 'législation']",6194,5117,312113
12102,écologie,"['limite', 'dépassement', 'écosystème', 'préservation', 'planète', 'phosphore', 'stabilité', 'climat', 'azote', 'eau']",6198,5117,312307
12113,transport,"['conférence', 'bénéfice', 'conciliation', 'réserve', 'prestation', 'matin', 'réalisation', 'imputabilité', 'moitié', 'transport']",6209,5117,312608
12117,retraite-rentes,"['aide', 'remboursement', 'passeport', 'précarité', 'réserve', 'montant', 'revenu', 'dette', 'séjour', 'indépendance']",6213,5117,312631
12120,santé,"['conférence', 'conciliation', 'assureur', 'version', 'intermédiaire', 'employé', 'différence', 'abstention', 'indépendant', 'solution']",6216,5117,312683
12129,retraite-rentes,"['rente', 'cadeau', 'fête', 'empoisonné', 'injustice', 'retraité', 'concitoyen', 'électoraliste', 'paquet', 'bénéficiaire']",6225,5117,312767
12140,retraite-rentes,"['rente', 'retraité', 'budget', 'retraite', 'pilier', 'perspective', 'prime', 'augmentation', 'montant', 'armée']",6239,5117,312919
12142,retraite-rentes,"['rente', 'promesse', 'aîné', 'retraite', 'parcours', 'partie', 'période', 'pauvreté', 'paupérise', 'vie']",6241,5117,312955
12148,retraite-rentes,"['professeure', 'divergence', 'calcul', 'délai', 'invalidité', 'gain', 'travail', 'rente', 'raison', 'modèle']",6247,5117,313072
12149,retraite-rentes,"['tableau', 'déduction', 'invalidité', 'délai', 'chemin', 'préparation', 'comorbidité', 'repoussant', 'fond', 'approfondissement']",6248,5117,313034
12151,emploi,"['convention', 'patience', 'patron', 'intermédiaire', 'partenariat', 'presse', 'travail', 'conseiller', 'conséquence', 'manière']",6252,5117,313171
