,topic_idx,topic_score,topic_name,cat,transcript_words,topic_words
10663,8,1,écologie,écologie,"['émission', 'serre', 'statistique', 'gaz', 'azote', 'inventaire', 'énergie', 'secteur', 'protoxyde', 'structuration']",émission - eau - objectif - biodiversité - zone - pesticide - surface - climat - produit - réduction
10683,9,0.016,extérieur,finance,"['dette', 'privatisation', 'ajustement', 'enjeu', 'réforme', 'institution', 'traité', 'gouvernance', 'préconisation', 'habitant']",coopération - développement - aide - sanction - paix - relation - objectif - dialogue - région - neutralité
10717,1,0.127,politique,politique,"['démocratie', 'jeune', 'femme', 'vote', 'société', 'tribune', 'maison', 'phase', 'chance', 'participation']",vote - transparence - surveillance - membre - travail - négociation - raison - point - manière - système
10723,8,0.138,écologie,écologie,"['matériau', 'construction', 'décharge', 'secteur', 'taxe', 'recyclage', 'incitation', 'potentiel', 'déchet', 'circuit']",émission - eau - objectif - biodiversité - zone - pesticide - surface - climat - produit - réduction
10737,0,0.321,santé,santé,"['santé', 'donnée', 'numérisation', 'littératie', 'patient', 'pandémie', 'gestion', 'soignant', 'système', 'implication']",assurance - santé - soin - coût - maladie - prime - patient - prestation - assureur - médicament
10779,4,1,agriculture,agriculture-faune,"['animal', 'consommateur', 'élevage', 'produit', 'cochon', 'viande', 'volaille', 'poulet', 'poule', 'porc']",animal - agriculture - production - produit - consommateur - agriculteur - denrée - vin - sucre - lait
10780,4,0.474,agriculture,agriculture-faune,"['production', 'animal', 'produit', 'label', 'consommation', 'chiffre', 'agriculteur', 'indépendance', 'aménagement', 'porcherie']",animal - agriculture - production - produit - consommateur - agriculteur - denrée - vin - sucre - lait
10786,0,0.073,santé,santé,"['assurance', 'problème', 'classement', 'oeuvre', 'chiffre', 'unanimité', 'analyse', 'incompatibilité', 'dossier', 'conclusion']",assurance - santé - soin - coût - maladie - prime - patient - prestation - assureur - médicament
10789,0,0.316,santé,santé,"['jouable', 'autodétermination', 'prestation', 'cours', 'vacance', 'invalidité', 'fournisseur', 'exécution', 'intégration', 'assuré']",assurance - santé - soin - coût - maladie - prime - patient - prestation - assureur - médicament
10797,3,1,société,société,"['enfant', 'parent', 'relation', 'code', 'visite', 'garde', 'détenteur', 'mère', 'autorité', 'vertu']",enfant - femme - congé - parent - famille - égalité - accueil - couple - vie - homme
10800,12,0.118,formation,formation-recherche,"['apprentissage', 'socialisation', 'coutume', 'quête', 'réadmission', 'formation', 'autodétermination', 'apprenti', 'parcours', 'scénario']",formation - école - recherche - innovation - langue - programme - encouragement - message - compétence - étudiant
10801,12,0.092,formation,formation-recherche,"['formation', 'jeune', 'rigueur', 'stage', 'apprentissage', 'possibilité', 'séjour', 'pratique', 'déboutement', 'asile']",formation - école - recherche - innovation - langue - programme - encouragement - message - compétence - étudiant
10806,0,0.061,santé,politique,"['rabais', 'caisse', 'différence', 'dossier', 'responsabilité', 'vie', 'faveur', 'charge', 'coût', 'entreprise']",assurance - santé - soin - coût - maladie - prime - patient - prestation - assureur - médicament
10812,15,0.002,transport,transport,"['alternative', 'redondance', 'tronçon', 'incident', 'réseau', 'conséquence', 'lieu', 'similitude', 'ligne', 'état']",transport - véhicule - trafic - route - infrastructure - réseau - vélo - mobilité - agglomération - kilomètre
10814,19,0.009,média,culture-média,"['hôtel', 'compromis', 'auteur', 'artiste', 'utilisation', 'exploitant', 'contenu', 'redevance', 'révision', 'suite']",média - télévision - redevance - radio - presse - service - information - diversité - journaliste - région
10818,0,1,santé,santé,"['vaccin', 'dollar', 'suspension', 'propriété', 'consensus', 'obstruction', 'dose', 'collaboration', 'adpic', 'croupion']",assurance - santé - soin - coût - maladie - prime - patient - prestation - assureur - médicament
10819,12,0.072,formation,télécommunications,"['programme', 'participation', 'février', 'unanimité', 'observation', 'avantage', 'satellite', 'pointe', 'attractivité', 'implication']",formation - école - recherche - innovation - langue - programme - encouragement - message - compétence - étudiant
10822,7,0.034,armée,armée-sécurité,"['urgence', 'arme', 'traité', 'générosité', 'réfugié', 'bombarde', 'installation', 'guerre', 'bâtisseur', 'mars']",armée - arme - service - guerre - matériel - avion - civil - sécurité - armement - munition
10830,14,0.089,logement,logement-territoire,"['société', 'loyer', 'prix', 'immobilier', 'capital', 'marché', 'investisseur', 'revenu', 'placement', 'locataire']",loyer - locataire - logement - bail - bailleur - propriétaire - construction - argent - fonds - blanchiment
10833,2,0.169,économie,politique,"['contrôle', 'administration', 'rendement', 'suspecter', 'auditeur', 'représentant', 'siècle', 'caisse', 'preuve', 'sein']",entreprise - prix - marché - banque - produit - concurrence - consommateur - société - investissement - travail
10843,10,1,sécurité,santé,"['violence', 'campagne', 'victime', 'fatalité', 'prévention', 'genre', 'répétant', 'préventive', 'sida', 'volant']",donnée - violence - sécurité - renseignement - information - échange - terrorisme - protection - centre - organisation
10846,9,0.354,extérieur,santé,"['cancer', 'stratégie', 'lutte', 'organisation', 'rôle', 'place', 'qualité', 'nombre', 'défi', 'structure']",coopération - développement - aide - sanction - paix - relation - objectif - dialogue - région - neutralité
10858,7,0.23,armée,armée-sécurité,"['armée', 'défense', 'char', 'pib', 'exprimée', 'inquiétant', 'matériel', 'électrochoc', 'antichar', 'incurie']",armée - arme - service - guerre - matériel - avion - civil - sécurité - armement - munition
10871,7,0.05,armée,extérieur,"['excellence', 'sécurité', 'discours', 'paix', 'arme', 'gouvernement', 'changement', 'protection', 'risque', 'chose']",armée - arme - service - guerre - matériel - avion - civil - sécurité - armement - munition
10888,6,0.298,justice,justice,"['langue', 'anglais', 'procédure', 'justice', 'juge', 'litige', 'subtilité', 'greffier', 'cautèle', 'party']",procédure - peine - juge - code - tribunal - infraction - victime - justice - crime - avocat
10890,6,0.117,justice,justice,"['frais', 'langue', 'justice', 'avance', 'litige', 'procédure', 'accès', 'avocat', 'sûreté', 'justiciable']",procédure - peine - juge - code - tribunal - infraction - victime - justice - crime - avocat
10899,6,0.168,justice,logement-territoire,"['conciliation', 'délai', 'jour', 'audience', 'procès', 'locataire', 'défaut', 'sorte', 'juge', 'juriste']",procédure - peine - juge - code - tribunal - infraction - victime - justice - crime - avocat
10902,6,0.107,justice,culture-média,"['procédure', 'litige', 'média', 'couteau', 'information', 'presse', 'fardeau', 'salaire', 'demandeur', 'liberté']",procédure - peine - juge - code - tribunal - infraction - victime - justice - crime - avocat
10905,19,0.161,média,culture-média,"['média', 'personnalité', 'atteinte', 'précipitation', 'préjudice', 'musèlement', 'outil', 'scoop', 'revanche', 'déontologie']",média - télévision - redevance - radio - presse - service - information - diversité - journaliste - région
10906,19,0.215,média,culture-média,"['réputation', 'plan', 'presse', 'média', 'atteinte', 'évidence', 'semaine', 'liberté', 'modification']",média - télévision - redevance - radio - presse - service - information - diversité - journaliste - région
10908,5,0.098,finance,finance,"['plateforme', 'impôt', 'imposition', 'émission', 'assujettissement', 'prestation', 'subvention', 'report', 'opposition', 'exclusion']",budget - dépense - impôt - crédit - imposition - convention - montant - compte - augmentation - réforme
10918,2,0.228,économie,économie,"['plateforme', 'client', 'bien', 'affaire', 'vendeur', 'vente', 'acheteur', 'chiffre', 'commerce', 'consommateur']",entreprise - prix - marché - banque - produit - concurrence - consommateur - société - investissement - travail
10922,0,0.42,santé,santé,"['patient', 'dossier', 'utilisateur', 'convivialité', 'financement', 'santé', 'système', 'praticien', 'accessibilité', 'maintenance']",assurance - santé - soin - coût - maladie - prime - patient - prestation - assureur - médicament
10931,3,1,société,société,"['collecte', 'enfant', 'prévalence', 'détection', 'gravité', 'donnée', 'modalité', 'violence', 'danger', 'institution']",enfant - femme - congé - parent - famille - égalité - accueil - couple - vie - homme
10938,1,0.201,politique,politique,"['analyse', 'lieu', 'élément', 'peine', 'contre', 'approfondie', 'été', 'préparation', 'intervalle', 'automne']",vote - transparence - surveillance - membre - travail - négociation - raison - point - manière - système
10946,0,0.163,santé,extérieur,"['approvisionnement', 'pandémie', 'crise', 'chaîne', 'bien', 'leçon', 'sécurité', 'dépendance', 'contexte', 'goulot']",assurance - santé - soin - coût - maladie - prime - patient - prestation - assureur - médicament
10947,15,0.153,transport,transport,"['télétravail', 'mobilité', 'infrastructure', 'travail', 'distance', 'déplacement', 'trafic', 'étude', 'utilisation', 'évolution']",transport - véhicule - trafic - route - infrastructure - réseau - vélo - mobilité - agglomération - kilomètre
10955,0,0.442,santé,santé,"['soin', 'profession', 'personnel', 'santé', 'formation', 'masterplan', 'cfc', 'nombre', 'assistant', 'stratégie']",assurance - santé - soin - coût - maladie - prime - patient - prestation - assureur - médicament
10962,9,0.046,extérieur,économie,"['secteur', 'entreprise', 'économie', 'entrepreneuriat', 'condition', 'objectif', 'responsable', 'emploi', 'auteur', 'instrument']",coopération - développement - aide - sanction - paix - relation - objectif - dialogue - région - neutralité
10970,16,0.211,retraite,retraite-rentes,"['rente', 'rendement', 'taux', 'viagère', 'imposition', 'pilier', 'intérêt', 'rachat', 'niveau', 'restitution']",rente - pilier - retraite - réforme - âge - femme - prévoyance - taux - compensation - prestation
10991,0,0.506,santé,santé,"['patient', 'médecin', 'modèle', 'famille', 'coût', 'assuré', 'qualité', 'santé', 'prime', 'prestation']",assurance - santé - soin - coût - maladie - prime - patient - prestation - assureur - médicament
10993,0,0.365,santé,santé,"['coût', 'coquille', 'objectif', 'maîtrise', 'version', 'essentiel', 'hausse', 'valable', 'évaluation', 'efficacité']",assurance - santé - soin - coût - maladie - prime - patient - prestation - assureur - médicament
10996,0,0.273,santé,santé,"['convention', 'tarif', 'lamal', 'structure', 'prestation', 'encontre', 'prime', 'temps', 'critère', 'tarification']",assurance - santé - soin - coût - maladie - prime - patient - prestation - assureur - médicament
11023,0,0.265,santé,santé,"['expertise', 'patient', 'qualité', 'sécurité', 'donnée', 'révision', 'manière', 'prestation', 'fourniture', 'économicité']",assurance - santé - soin - coût - maladie - prime - patient - prestation - assureur - médicament
11047,9,0.169,extérieur,extérieur,"['sanction', 'embargo', 'entité', 'souveraineté', 'crime', 'neutralité', 'violation', 'politicien', 'outil', 'nuit']",coopération - développement - aide - sanction - paix - relation - objectif - dialogue - région - neutralité
11056,8,0.125,écologie,écologie,"['bien', 'approvisionnement', 'exploitation', 'produit', 'uiom', 'ordure', 'ammoniac', 'incinération', 'épuration', 'combustion']",émission - eau - objectif - biodiversité - zone - pesticide - surface - climat - produit - réduction
